id,text,label,text_id_su,text_su_id,text_id_ja,text_ja_id,text_id_en,text_en_id,text_MS_id_en,text_MS_en_id,verdict_id,verdict_su,verdict_ja,verdict_en,verdict_MS_en
204,Ini ada udang dibalik batu supaya anaknya itu dipilih jadi wakil presiden.,negative,Aya agenda anu disumputkeun di tukangeun ieu supados putrana kapilih janten wakil presiden.,Ada agenda tersembunyi di balik ini untuk memilih putranya sebagai wakil presiden.,Ana agenda sing didhelikake supaya putrane dipilih dadi wakil presiden.,Ada agenda tersembunyi untuk memilih putranya sebagai wakil presiden.,There is a hidden agenda behind this so that his son is chosen as vice president.,Ada agenda tersembunyi di balik ini agar putranya terpilih menjadi wakil presiden.,This is a shrimp behind the stone so that his son is elected as vice president.,Ini adalah udang di balik batu sehingga putranya terpilih sebagai wakil presiden.,,2,2,1,1
207,"Tempatnya nyaman banget, makanannya enak, kopinya enak. Pas buat nongkrong bareng teman-teman atau makan malam.",positive,"Tempatna nyaman pisan, kadaharanana ngeunah, kopina ngeunah. Sampurna pikeun nongkrong sareng babaturan atanapi tuangeun tuangeun.","Tempatnya nyaman banget, makanannya enak, kopinya juga enak. Cocok buat nongkrong bareng temen atau buat makan malam.","Panggonane nyaman banget, panganane enak, kopi enak. Sampurna kanggo nongkrong karo kanca-kanca utawa nedha bengi.","Tempatnya nyaman banget, makanannya enak, kopinya juga enak. Cocok buat nongkrong bareng temen atau makan malam.","The place is very comfortable, the food is delicious, the coffee is delicious. Perfect for hanging out with friends or having dinner.","Tempatnya nyaman banget, makanannya enak, kopinya juga enak. Cocok buat nongkrong bareng temen atau buat makan malam.","The place is very comfortable, the food is good, the coffee is good. Perfect for hanging out with friends or having dinner.","Tempatnya sangat nyaman, makanannya enak, kopinya enak. Sempurna untuk nongkrong bersama teman atau makan malam.",,2,2,2,1
208,"Tempat oleh-olehnya lengkap dan cukup nyaman, mudah dijangkau, harganya terjangkau, serta pelayanannya ramah",positive,"Toko oleh-oleh anu lengkep sareng lumayan nyaman, gampil dugi, hargana terjangkau, sareng pelayananna ramah.","Toko suvenirnya lengkap dan cukup nyaman, mudah dijangkau, harganya terjangkau, dan pelayanannya ramah.","Toko oleh-oleh lengkap lan cukup nyaman, gampang ditekani, regane terjangkau, lan layanane ramah.","Toko suvenirnya lengkap dan cukup nyaman, mudah dijangkau, harganya terjangkau, dan pelayanannya ramah.","The souvenir shop is complete and quite comfortable, easy to reach, the prices are affordable, and the service is friendly.","Toko suvenirnya lengkap dan cukup nyaman, mudah dijangkau, harganya terjangkau, dan pelayanannya ramah.","The souvenir place is complete and quite comfortable, easy to reach, affordable prices, and friendly service","Tempat oleh-olehnya lengkap dan cukup nyaman, mudah dijangkau, harga terjangkau, dan pelayanan yang ramah",,2,2,2,2
209,"Kue-kue yang disajikan bikin saya bernostalgia. Semuanya tipikal kue zaman dulu, baik dari penampilan maupun rasa. Kuenya enak dan harganya juga murah.",positive,"Kue-kue anu disayogikeun ngajantenkeun kuring nostalgia. Sadayana mangrupikeun kueh has ti jaman baheula, boh dina penampilan sareng rasa. Kue-kue anu ngeunah sareng hargana ogé murah.","Kue-kue yang disajikan membuat saya bernostalgia. Semuanya adalah kue-kue khas masa lalu, baik dari segi tampilan maupun rasa. Kue-kuenya lezat dan harganya juga murah.","Kue sing disuguhake nggawe aku nostalgia. Kabeh mau mujudake jajanan khas jaman biyen, wujude lan rasane. Jajane enak lan regane uga murah.","Kue yang disajikan membuat saya bernostalgia. Semuanya merupakan jajanan khas masa lalu, bentuk dan rasanya. Makanannya lezat dan harganya juga murah.","The cakes served made me nostalgic. All of them are typical cakes from the old days, both in appearance and taste. The cakes are delicious and the price is also cheap.","Kue-kue yang disajikan membuat saya bernostalgia. Semuanya adalah kue-kue khas zaman dulu, baik dari segi tampilan maupun rasa. Kue-kuenya lezat dan harganya juga murah.","The cakes served made me nostalgic. All of them are typical of old-fashioned cakes, both in appearance and taste. The cake is delicious and the price is also cheap.","Kue yang disajikan membuat saya bernostalgia. Semuanya khas kue kuno, baik dari segi penampilan maupun rasa. Kuenya enak dan harganya juga murah.",,1,1,2,1
210,Perluasan kilang minyak pt pertamina serap 20 ribu lebih tenaga kerja,neutral,Perluasan kilang minyak PT Pertamina nyerep leuwih ti 20 rébu pagawé,Ekspansi kilang minyak PT.Pertamina (Persero) menyerap lebih dari 20 ribu tenaga kerja,Ekspansi kilang minyak PT Pertamina nyerep luwih saka 20 ewu tenaga kerja,Ekspansi kilang minyak PT.Pertamina (Persero) menyerap lebih dari 20 ribu tenaga kerja,PT Pertamina's oil refinery expansion absorbs more than 20 thousand workers,Ekspansi kilang minyak PT.Pertamina serap lebih dari 20 ribu tenaga kerja,PT Pertamina's oil refinery expansion absorbs more than 20 thousand workers,Perluasan kilang minyak PT Pertamina menyerap lebih dari 20 ribu tenaga kerja,,1,1,2,2
211,"Data lengkap, jangan percaya kpk ini bohong. Kasus ini di audit 10 tahun lalu dan sudah lengkap. Karena habis itu ada audit aliran dana dengan tujuan khusus. Kalau mau kan minta audit lagi. Sudahlah. Kasus century itu skandal melindungi elit tertentu.",negative,"Data lengkep, teu percaya ieu KPK bohong. Kasus ieu diaudit 10 taun ka pengker sareng parantos réngsé. Lantaran sanggeus éta aya audit aliran dana kalayan tujuan husus. Upami anjeun hoyong, menta audit sejen. Henteu kunanaon. Kasus Century mangrupikeun skandal anu ngajagi elit anu tangtu.","Data lengkap, jangan percaya KPK ini bohong. Kasusnya sudah diaudit 10 tahun lalu dan sekarang sudah ditutup. Karena setelah itu ada audit aliran dana dengan tujuan tertentu. Kalau mau, minta audit lagi. Tidak apa-apa. Kasus Century itu skandal yang melindungi elite tertentu.","Datane komplit, ora percaya KPK iki ngapusi. Kasus iki diaudit 10 taun kepungkur lan rampung. Amarga sawise iku ana audit aliran dana kanthi tujuan khusus. Yen sampeyan pengin, njaluk audit liyane. Ora ketompo. Kasus Century minangka skandal sing nglindhungi elit tartamtu.","Datanya lengkap, jangan percaya KPK berbohong. Kasus ini sudah diaudit 10 tahun lalu dan ditutup. Karena setelah itu ada audit aliran dana khusus. Kalau mau, minta audit lagi. Tidak masalah. Kasus Century adalah skandal yang melindungi elit tertentu.","Complete data, don't believe this KPK is lying. This case was audited 10 years ago and is complete. Because after that there was an audit of the flow of funds with a special purpose. If you want, ask for another audit. Never mind. The Century case is a scandal protecting certain elites.","Data lengkap, jangan percaya KPK ini bohong. Kasus ini sudah diaudit 10 tahun lalu dan sudah lengkap. Karena setelah itu ada audit aliran dana dengan tujuan khusus. Kalau mau, minta audit lagi. Sudahlah. Kasus Century itu skandal yang melindungi elite tertentu.","Complete data, don't believe this KPK is a lie. This case was audited 10 years ago and is complete. Because it runs out, there is an audit of the flow of funds with a special purpose. If you want to ask for another audit. That's it. The case of the century is a scandal protecting certain elites.","Data lengkap, jangan percaya KPK ini bohong. Kasus ini diaudit 10 tahun yang lalu dan sudah selesai. Karena habis, ada audit aliran dana dengan tujuan khusus. Jika Anda ingin meminta audit lain. Itu saja. Kasus abad ini adalah skandal yang melindungi elit tertentu.",,2,2,2,1
212,"Tendang sana tendang sini hajar sana hajar sini, ternyata masing-masing punya agenda tersembunyi! Menyebalkan!",negative,"Tajong ka ditu, tajong kadieu, tajong ka ditu, kadieu, ternyata masing-masing boga agenda anu disumputkeun! Ngaganggu!","Tendang sana sini, tendang sini, tendang sana, sini, ternyata masing-masing dari mereka punya agenda tersembunyi! Menyebalkan!","Nyepak mrika, nyepak mriki, nyepak mrika, nyepak mriki, jebule masing-masing duwe agenda sing didhelikake! Ngganggu!","Menendang sana sini, menendang sini, menendang sana, menendang sini, ternyata semua orang punya agenda tersembunyi! Menyebalkan!","Kick there, kick here, beat up there, beat up here, it turns out each of them has a hidden agenda! Annoying!","Tendang sana, tendang sini, pukul sana, pukul sini, ternyata masing-masing dari mereka punya agenda tersembunyi! Menyebalkan!","Kick there kick here beat there beat here, it turns out that each one has a hidden agenda! Sucks!","Tendang di sana tendangan di sini ketukan di sini ketukan di sini, ternyata masing-masing memiliki agenda tersembunyi! Sucks!",,2,2,2,2
213,"Senang rasanya dapat mengakhiri perjalanan kita di bandung dengan kunjungan terakhir kita berhenti di the valley pada tanggal 2 november. Hari itu adalah acara dalam menrayakan hari perpisahan bersama teman kita yang baru akan pindah ke kantor baru. Menunya sangat bervariatif tetapi ribs langsung menjadi pilihan saya. Menurut saya, harganya sebanding dengan rasa makanan. Top.",positive,"Saé pisan pikeun ngeureunkeun perjalanan urang di Bandung kalayan mampir terakhir di Lebak dina 2 Nopémber. Poé éta mangrupa acara pikeun miéling poé perpisahan urang jeung réréncangan urang anu kakara pindah ka kantor anyar. menu ieu pisan variatif tapi iga éta pilihan saharita kuring. Dina pamanggih kuring, harga éta comparable kana rasa dahareun. Puncak.","Senang sekali mengakhiri perjalanan kami di Bandung dengan singgah terakhir di Lebak pada tanggal 2 November. Hari itu adalah acara untuk memperingati hari perpisahan kami dengan teman kami yang baru saja pindah kantor. Menunya sangat bervariasi tetapi iga adalah pilihan utama saya. Menurut saya, harganya sebanding dengan rasa makanannya. Puncak.","Apik banget kanggo mungkasi perjalanan ing Bandung kanthi mandheg pungkasan ing Lembah tanggal 2 November. Dina iku acara kanggo ngrayakake dina perpisahan karo kanca-kanca sing lagi pindah kantor anyar. Menu iki macem-macem banget nanging iga sing dadi pilihanku. Ing mratelakake panemume, rega iki iso dibandhingke karo rasa pangan. Ndhuwur.","Senang sekali mengakhiri perjalanan di Bandung dengan singgah terakhir di Lembah pada tanggal 2 November. Hari itu merupakan acara perpisahan dengan teman-teman yang pindah kantor. Menunya sangat beragam, tetapi iga adalah favorit saya. Menurut saya, harga ini sebanding dengan rasa makanannya. Di atas.","It was great to end our trip in Bandung with our last stop at the Valley on November 2nd. That day was an event to celebrate our farewell day with our friends who were just moving to a new office. The menu was very varied but the ribs were my immediate choice. In my opinion, the price was comparable to the taste of the food. Top.","Senang sekali mengakhiri perjalanan kami di Bandung dengan pemberhentian terakhir kami di Valley pada tanggal 2 November. Hari itu adalah acara untuk merayakan hari perpisahan kami dengan teman-teman kami yang baru saja pindah ke kantor baru. Menunya sangat bervariasi tetapi iga adalah pilihan utama saya. Menurut saya, harganya sebanding dengan rasa makanannya. Top.","It was nice to end our trip in Bandung with our last stop in the valley on November 2nd. It was an event to celebrate the day of farewell with our friend who was just about to move to a new office. The menu is very varied but ribs are immediately my choice. In my opinion, the price is comparable to the taste of the food. Top.","Senang mengakhiri perjalanan kami di Bandung dengan pemberhentian terakhir kami di lembah pada tanggal 2 November. Itu adalah acara untuk merayakan hari perpisahan dengan teman kami yang baru saja akan pindah ke kantor baru. Menunya sangat bervariasi tetapi iga langsung menjadi pilihan saya. Menurut saya, harganya sebanding dengan rasa makanannya. Puncak.",,1,1,1,1
214,"Konsep restoran biasa saja, tapi harga minumannya kok mahal banget. Dimurahinlah dikit meskipun di daerah wisata hehe. Jadi mikir berkali-kali buat beli.",negative,"Konsep réstoran téh biasa, tapi harga inuman anu bener mahal. Bilih rada murah padahal di daerah wisata hehe. Ku kituna kuring mikir dua kali ngeunaan meuli.","Konsep restorannya biasa saja, tapi harga minumannya mahal banget. Maklum sih, harganya agak murahan padahal di daerah wisata hehe. Jadi mikir dua kali buat beli.","Konsep restoran kasebut biasa wae, nanging rega minuman kasebut larang. Muga-muga regane murah senajan neng daerah wisata hehe. Dadi aku mikir kaping pindho babagan tuku.","Konsep restorannya biasa saja, tapi harga minumannya mahal. Semoga saja harganya murah meskipun di daerah wisata hehe. Jadi mikir dua kali buat beli.","The concept of the restaurant is ordinary, but the price of the drinks is really expensive. Make it a little cheaper even though it's in a tourist area hehe. So I think twice about buying.","Konsep restorannya biasa aja, tapi harga minumannya mahal banget. Biar lebih murah sedikit sih padahal di daerah wisata hehe. Jadi mikir dua kali buat beli.","The concept of a restaurant is ordinary, but the price of drinks is very expensive. It's a little cheaper even though it's in tourist areas hehe. Think twice about buying it.","Konsep restoran biasa, tetapi harga minumannya sangat mahal. Sedikit lebih murah meskipun di kawasan wisata hehe. Pikirkan dua kali untuk membelinya.",,2,2,2,1
216,"Selamat siang, jika ada hal lain yang bapak akan tanyakan dapat mention kami kembali. Terima kasih zan",neutral,"Wilujeng sonten, upami aya nu sanesna nu bade ditaroskeun, tiasa disebatkeun deui. Hatur nuhun, Zan.","Selamat malam, jika ada yang ingin ditanyakan lagi, silakan sampaikan lagi. Terima kasih, Zan.","Sugeng sonten, menawi wonten ingkang kerso panjenengan pitaken, saged nyebataken malih. Matur nuwun, Zan.","Selamat malam, jika ada yang ingin ditanyakan, silakan sampaikan lagi. Terima kasih, Zan.","Good afternoon, if there is anything else you would like to ask, you can mention us again. Thank you, Zan.","Selamat siang, jika ada hal lain yang ingin Anda tanyakan, Anda dapat menghubungi kami lagi. Terima kasih, Zan.","Good afternoon, if there is anything else you will ask, you can mention us again. Thank you zan","Selamat siang, jika ada hal lain yang akan Anda tanyakan, Anda dapat menyebutkan kami lagi. Terima kasih zan",,1,1,1,1
217,Roti bakar duti ini sudah ada sejak dulu di sini. Rotinya biasa saja sih. Hanya menu pilihannya buanyak banget. Apa saja ada. Sampe kadang bingung mau pilih yang isi apa. Ada jual bubur juga. Oke jugalah.,positive,Roti bakar Duti ieu tos lami aya di dieu. Roti téh biasa waé. Tapi pilihan menu seueur pisan. Aranjeunna gaduh sagalana. Kadang-kadang anjeun bingung ngeunaan ngeusian naon anu kedah dipilih. Éta ogé ngajual bubur. Teu kunanaon ogé.,Roti panggang Duti ini sudah ada sejak lama. Rotinya biasa saja. Tapi pilihan menunya banyak. Semuanya lengkap. Kadang bingung mau pilih yang isi apa. Buburnya juga dijual di sini. Lumayan juga.,Roti bakar Duti iki wis suwe ana ing kene. Roti kasebut mung biasa. Nanging pilihan menu akeh banget. Dheweke duwe kabeh. Kadhangkala sampeyan bingung babagan ngisi sing kudu dipilih. Dheweke uga adol bubur. Ora apa-apa uga.,Roti panggang Duti ini sudah ada sejak lama. Rotinya biasa saja. Tapi pilihan menunya banyak sekali. Semuanya lengkap. Kadang bingung mau pilih isi yang mana. Mereka juga jual bubur. Lumayan juga.,This Duti toast has been around for a long time here. The bread is just ordinary. But the menu choices are so many. They have everything. Sometimes you get confused about what filling to choose. They also sell porridge. That's okay too.,Roti panggang Duti ini sudah ada sejak lama di sini. Rotinya biasa saja. Tapi pilihan menunya banyak sekali. Semuanya lengkap. Kadang bingung mau pilih isi apa. Mereka juga jual bubur. Nggak apa-apa juga.,"This duti toast has been here for a long time. The bread is ordinary. Only the menu selection is really good. Anything exists. At times, you may be confused as to what to choose. There is also a porridge sale. Okay, too.","Roti panggang duti ini sudah ada di sini sejak lama. Rotinya biasa-biasa saja. Hanya pilihan menunya yang benar-benar bagus. Apa pun ada. Terkadang, Anda mungkin bingung harus memilih apa. Ada juga penjualan bubur. Oke juga.",,2,2,2,1
